record_num,mode,Rope_S,Touch_S,cur_pos_abs,cur_vel,cur_acc
605,3,444,9,1959794614.0,12.382004692814995,0.04510465866149361
606,3,444,9,1959799716.0,11.95026470542246,-1.011251888133387
607,3,444,8,1959804829.0,12.051405648777745,0.23839048231460716
608,3,446,8,1959812546.0,18.29599455542366,14.805101028489396
609,3,446,8,1959817719.0,12.587535297325521,-13.890476010952057
610,3,446,8,1959822926.0,12.551575245977011,-0.0866824064432547
611,3,446,8,1959828138.0,12.613647480237724,0.15022204168752207
612,3,450,8,1959833367.0,12.763044469273742,0.36465106418862286
613,3,450,8,1959841219.0,10.49278193819956,-4.462022400906016
614,3,450,8,1959846473.0,18.75638200357477,29.50042625636523
615,3,453,8,1959851730.0,12.290666738015606,-15.116597213598588
616,3,453,8,1959857000.0,12.352733921985024,0.14548375879717604
617,3,453,8,1959862295.0,12.562271440692346,0.4971231703513739
618,3,453,8,1959867591.0,12.893565117250986,0.806562800536692
619,3,458,8,1959872921.0,13.080358270434733,0.4584092619338833
620,3,458,8,1959878275.0,12.64289135007319,-1.0330307701498131
621,3,458,8,1959883643.0,12.412494554275318,-0.5327494361333044
622,3,458,8,1959891736.0,19.20263747921027,16.111287905541875
623,3,461,8,1959897140.0,13.183283205955913,-14.684465599795177
624,3,461,8,1959902561.0,13.05842062026189,-0.30077627074821084
625,3,461,8,1959907978.0,12.982426585909378,-0.18212792541047762
626,3,464,8,1959913420.0,12.324731300215982,-1.4895107816225461
627,3,464,8,1959918868.0,13.067174582261108,1.7807701879424729
628,3,464,8,1959929806.0,19.91639494795281,23.9959524224471
629,3,464,8,1959932542.0,9.282225789856831,-36.07776287024072
630,3,468,8,1959938035.0,13.33370673765843,9.834563774111949
631,3,468,8,1959943553.0,13.124741676307135,-0.4970301648440405
